ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	2025-2	2025-3	2025-4	2025-5	2025-6	2025-7
16701	-72.325	4.325	Orinoquia occidental	META	PUERTO LÓPEZ	48.3	33.7	47.9	26.9	42.4	43.8
16702	-72.275	4.325	Orinoquia occidental	META	PUERTO LÓPEZ	49.6	33.1	49.7	24.2	41.2	45.1
16703	-72.225	4.325	Orinoquia occidental	META	PUERTO LÓPEZ	50.6	34.4	52.5	24.5	45.5	50.1
16704	-72.175	4.325	Orinoquia occidental	META	PUERTO LÓPEZ	52.6	34.5	58.3	23	45.7	48.7
16705	-72.125	4.325	Orinoquia occidental	META	PUERTO GAITÁN	52.8	34.5	54	20.4	47.5	47.3
16706	-72.075	4.325	Orinoquia occidental	META	PUERTO GAITÁN	57.5	35.4	48.5	21.9	44.2	47.4
16707	-72.025	4.325	Orinoquia occidental	META	PUERTO GAITÁN	55.3	34.6	47.2	19.6	37.7	47.6
16708	-71.975	4.325	Orinoquia occidental	META	PUERTO GAITÁN	65.5	36.9	53.4	21.4	44.6	44.8
16709	-71.925	4.325	Orinoquia occidental	META	PUERTO GAITÁN	64.1	35.7	53.8	23.6	40.7	44.2
16710	-71.875	4.325	Orinoquia occidental	META	PUERTO GAITÁN	54.4	38	56.7	27.5	39.8	47.4
16711	-71.825	4.325	Orinoquia occidental	META	PUERTO GAITÁN	50.6	37.8	55.3	24.9	40.4	44.5
16712	-71.775	4.325	Orinoquia occidental	META	PUERTO GAITÁN	46.5	39.7	55.1	25.1	43.1	47.7
16713	-71.725	4.325	Orinoquia occidental	META	PUERTO GAITÁN	52.6	36	60.3	26.6	47.3	46.2
16714	-71.675	4.325	Orinoquia occidental	META	PUERTO GAITÁN	61.3	38.4	60.9	28.1	42.2	45.1
16715	-71.625	4.325	Orinoquia occidental	META	PUERTO GAITÁN	40.5	36	57.6	27.1	43.4	41.9
16716	-71.575	4.325	Orinoquia occidental	META	PUERTO GAITÁN	37.1	37.8	54	28.9	42.9	40
16717	-71.525	4.325	Orinoquia occidental	META	PUERTO GAITÁN	38.5	37.8	54.7	27.6	41.3	52.7
16718	-71.475	4.325	Orinoquia occidental	META	PUERTO GAITÁN	40.5	36.1	52.8	39.7	41.2	44.2
